石块|[(300, 1)]
期|[(98, 1), (383, 1), (601, 1)]
配置|[(596, 1)]
朗|[(133, 1), (324, 1), (332, 1), (338, 2), (359, 2), (506, 5)]
马夏尔|[(379, 1), (483, 3), (648, 3), (667, 1)]
末|[(63, 1), (69, 1), (73, 1), (113, 1), (118, 1), (151, 1), (174, 1), (270, 1), (335, 1), (599, 1), (603, 1)]
未|[(34, 1), (45, 1), (102, 1), (154, 1), (209, 1), (213, 1), (281, 1), (379, 1), (464, 1), (477, 1), (508, 1), (536, 1), (559, 1), (602, 1)]
不失|[(257, 2), (339, 1), (368, 1), (370, 1)]
纳赛尔|[(57, 1), (654, 3)]
一期|[(207, 1), (220, 1), (311, 1), (639, 1)]
茅斯赢|[(639, 1)]
维已|[(325, 1)]
侮辱|[(303, 1)]
一月|[(6, 1), (34, 1), (349, 1), (485, 1)]
麦肯齐|[(303, 4)]
机|[(20, 1)]
长途跋涉|[(199, 1), (206, 1)]
银河|[(205, 1), (333, 1)]
朱|[(468, 1)]
总经理|[(17, 1), (51, 1), (100, 1), (228, 2)]
不太|[(171, 1), (402, 1), (436, 1)]
这种|[(135, 1), (156, 1), (163, 1), (171, 3), (207, 1), (214, 1), (227, 1), (270, 1), (279, 3), (321, 1), (363, 1), (414, 1), (418, 1), (425, 1), (426, 1), (432, 2), (434, 2), (446, 1), (548, 1), (596, 2), (650, 1), (668, 1)]
名帅|[(297, 1)]
角度|[(94, 3), (272, 1), (278, 1), (281, 1), (308, 1), (327, 1), (338, 2), (359, 1), (368, 1), (370, 2), (432, 1), (443, 1), (455, 1), (504, 1), (568, 1), (602, 3), (648, 2)]
一致|[(3, 2), (17, 2), (32, 1), (34, 1), (37, 1), (45, 1), (47, 1), (51, 2), (52, 1), (67, 1), (75, 1), (82, 1), (89, 1), (91, 1), (98, 1), (112, 1), (114, 1), (118, 2), (130, 1), (258, 1), (330, 1), (379, 1), (412, 1), (467, 2), (489, 1), (503, 1), (524, 1), (535, 2), (540, 2), (577, 1), (581, 1), (588, 3), (598, 1)]
出阵|[(0, 1)]
一点|[(19, 1), (78, 1), (94, 1), (100, 3), (108, 1), (129, 1), (156, 1), (174, 1), (176, 1), (190, 1), (201, 1), (207, 1), (214, 2), (225, 1), (243, 2), (261, 1), (266, 1), (268, 1), (269, 1), (273, 1), (314, 1), (318, 2), (353, 1), (384, 1), (394, 1), (407, 1), (419, 1), (432, 1), (446, 1), (515, 1), (562, 1), (565, 1), (580, 1), (644, 1)]
格伦|[(244, 2)]
赞同|[(642, 1)]
内斜|[(359, 1)]
涨薪|[(603, 1)]
胃里|[(251, 1)]
产|[(171, 1)]
王是|[(595, 1)]
在所难免|[(138, 1), (494, 1)]
青年才俊|[(379, 1)]
内斯|[(202, 1), (368, 1), (409, 3)]
持球|[(171, 2)]
戴着|[(363, 1)]
击出|[(368, 1), (370, 1), (390, 1), (601, 1)]
拜仁马|[]
理论|[(235, 1), (419, 1), (437, 1)]
交纳|[(103, 1)]
第一句|[(649, 1)]
不住|[(377, 1)]
考虑一下|[(214, 1), (285, 1)]
砸|[(300, 1), (345, 1)]
确立|[(200, 1)]
此次|[(138, 1), (158, 1), (295, 1), (296, 1), (541, 1), (573, 2)]
我来|[(209, 1)]
破|[(384, 1), (486, 2), (496, 1), (502, 1), (661, 1)]
寄过去|[(13, 1)]
恢复健康|[(384, 1), (385, 1), (386, 1)]
麾下|[(149, 2), (159, 1), (172, 1), (232, 1), (261, 1), (266, 1), (282, 1), (355, 1), (418, 1), (480, 1), (492, 1), (529, 1), (605, 1), (629, 1)]
该队|[(24, 1), (80, 1), (153, 1), (159, 1), (235, 1), (259, 1), (263, 1), (349, 1), (366, 1), (491, 1), (582, 2), (589, 1), (604, 1), (605, 1), (626, 1)]
戳穿|[(16, 1)]
夏天|[(2, 2), (6, 1), (11, 1), (16, 1), (17, 1), (19, 1), (22, 1), (24, 1), (27, 1), (33, 1), (36, 1), (44, 2), (45, 2), (51, 1), (58, 1), (59, 1), (63, 2), (66, 1), (75, 1), (82, 1), (89, 1), (90, 1), (94, 1), (98, 1), (100, 1), (118, 1), (123, 1), (126, 1), (159, 1), (165, 1), (168, 1), (174, 1), (175, 1), (181, 1), (183, 1), (191, 1), (208, 1), (210, 2), (223, 1), (225, 1), (233, 1), (239, 1), (242, 1), (245, 1), (262, 1), (268, 3), (272, 1), (283, 1), (284, 1), (294, 1), (295, 1), (298, 1), (318, 1), (320, 2), (340, 1), (342, 1), (343, 1), (349, 2), (352, 1), (371, 1), (394, 1), (400, 2), (412, 1), (414, 1), (424, 1), (431, 1), (438, 1), (456, 1), (460, 1), (465, 1), (467, 1), (483, 1), (484, 1), (485, 1), (491, 1), (492, 1), (505, 1), (506, 1), (518, 1), (522, 1), (523, 1), (526, 1), (534, 1), (540, 1), (543, 2), (553, 1), (566, 1), (567, 2), (576, 2), (577, 1), (580, 1), (588, 2), (593, 1), (600, 1), (603, 4), (607, 1), (608, 1), (616, 1), (617, 2), (629, 1), (630, 1), (634, 1), (635, 1), (636, 2), (667, 2), (668, 1)]
美洲杯|[(174, 1), (573, 1)]
肋部|[(188, 1)]
比基尼|[(397, 1)]
一个个|[(361, 1)]
阿姆斯特朗|[(390, 1), (393, 1)]
安格班|[(372, 1)]
先下|[(344, 1), (391, 1), (398, 1), (652, 1)]
不佳|[(270, 1), (369, 1), (483, 1)]
荷兰|[(12, 1), (17, 1), (42, 1), (62, 1), (75, 2), (96, 1), (214, 1), (238, 1), (265, 1), (375, 1), (454, 5), (504, 4), (520, 1), (542, 1), (558, 1), (560, 1), (566, 3), (578, 2), (634, 1), (637, 1)]
毒辣|[(207, 1)]
先后|[(49, 1), (229, 1), (235, 1), (345, 1), (398, 1), (454, 1), (465, 1), (468, 1), (559, 1), (582, 1), (608, 1), (651, 1), (660, 1), (661, 1)]
大拇指|[(305, 1)]
协调员|[(438, 1)]
国际|[(84, 1), (89, 1), (153, 1), (170, 1), (191, 1), (421, 1), (424, 1), (439, 1), (477, 1), (481, 1), (607, 1)]
克劳|[(274, 1)]
短信|[(89, 1), (505, 1)]
赛果|[(323, 1), (409, 1), (416, 1)]
一两天|[(432, 1)]
时才行|[(483, 1)]
高|[(16, 1), (51, 1), (121, 1), (154, 1), (183, 1), (196, 1), (219, 1), (249, 1), (257, 1), (261, 1), (275, 1), (290, 1), (338, 1), (370, 1), (376, 1), (446, 1), (456, 2), (467, 1), (477, 2), (483, 1), (507, 1), (582, 1), (639, 1)]
稳健|[(207, 1)]
索斯盖|[(113, 4), (116, 1), (197, 2), (213, 1)]
不明朗|[(382, 1), (409, 1), (446, 1)]
王何|[(112, 2)]
卡伊|[(68, 2), (553, 1)]
汽车|[(377, 1)]
佩雷斯|[(36, 3), (51, 1), (59, 4), (157, 1), (289, 1), (294, 4), (394, 11), (400, 4), (446, 2), (543, 1), (595, 1), (603, 1), (635, 3)]
里昂|[(7, 1), (17, 2), (38, 4), (51, 3), (62, 2), (67, 3), (70, 3), (73, 1), (75, 3), (77, 1), (89, 1), (98, 1), (118, 1), (207, 1), (239, 1), (364, 1), (395, 3), (469, 4), (553, 2), (567, 1), (577, 2), (588, 2), (610, 2)]
储备|[(200, 1), (500, 1)]
收缩|[(187, 2)]
本月底|[(518, 1), (523, 1), (536, 2), (615, 1)]
杆位|[(175, 1), (629, 1)]
策略|[(51, 1), (94, 1), (589, 1), (624, 1)]
相中|[(6, 1), (118, 1), (577, 1)]
差|[(248, 1), (342, 1), (410, 1), (467, 1), (663, 1)]
弗莱堡|[(580, 2)]
杀入|[(87, 1), (100, 2), (188, 1), (199, 1), (240, 2), (272, 3), (323, 1), (324, 1), (338, 1), (347, 3), (364, 1), (368, 1), (370, 1), (437, 1), (444, 2), (455, 1), (468, 1), (601, 2), (619, 1), (645, 1)]
左|[(188, 1), (432, 1), (628, 1), (648, 1)]
工|[(482, 1)]
攻击手|[(51, 1), (66, 1), (328, 1), (464, 1), (573, 1), (577, 1), (588, 1), (666, 1)]
指导|[(197, 1), (207, 1)]
伟大|[(83, 1), (93, 2), (94, 2), (100, 1), (157, 1), (197, 1), (203, 1), (231, 1), (251, 2), (260, 1), (270, 2), (311, 1), (318, 3), (380, 2), (430, 1), (432, 1), (447, 1), (456, 1), (582, 1), (611, 3)]
已|[(12, 1), (16, 1), (17, 2), (18, 1), (29, 1), (37, 2), (57, 1), (69, 1), (71, 1), (79, 1), (96, 1), (99, 1), (102, 2), (104, 1), (114, 2), (120, 1), (132, 1), (138, 1), (143, 1), (160, 1), (173, 1), (193, 1), (205, 1), (207, 1), (213, 1), (232, 1), (239, 2), (248, 2), (260, 1), (263, 2), (272, 2), (273, 1), (275, 1), (283, 1), (287, 1), (291, 1), (301, 1), (304, 1), (308, 1), (309, 1), (329, 1), (330, 2), (331, 1), (336, 1), (346, 2), (350, 2), (365, 1), (371, 1), (375, 1), (414, 1), (437, 1), (440, 1), (442, 1), (445, 1), (449, 1), (458, 1), (465, 1), (467, 2), (472, 2), (475, 1), (478, 1), (479, 1), (493, 1), (502, 1), (510, 1), (515, 1), (517, 2), (518, 1), (527, 1), (534, 3), (540, 1), (543, 4), (549, 1), (550, 1), (551, 3), (552, 2), (553, 1), (554, 2), (555, 1), (574, 1), (576, 1), (577, 1), (588, 1), (589, 2), (598, 1), (602, 1), (607, 1), (617, 7), (618, 1), (623, 1), (626, 1), (628, 2), (634, 1), (637, 1), (640, 1), (645, 1), (661, 1)]
劳尔|[(497, 1)]
巷|[(631, 1)]
巴|[(5, 1), (146, 5), (220, 1), (257, 1), (273, 4), (322, 2), (337, 1), (455, 1), (577, 1), (645, 1), (663, 1)]
作出|[(5, 1), (17, 1), (100, 2), (286, 1), (550, 1), (559, 1), (603, 1), (639, 1)]
数十家|[(195, 1), (218, 1)]
噩梦|[(268, 1)]
栽培|[(273, 1)]
亚戈|[(226, 1), (234, 2), (239, 1), (333, 1), (336, 1), (358, 2), (361, 1), (368, 1), (369, 3), (396, 1), (399, 1), (451, 1), (467, 1), (468, 1), (478, 1), (518, 1), (580, 2), (645, 3)]
吉鲁会|[(461, 1)]
取悦|[(343, 1)]
正相反|[(584, 1)]
法洛|[(508, 1)]
助蓝军|[]
异常|[(315, 1)]
被忽视|[(268, 1)]
恩昆库|[(369, 1)]
腿部|[(440, 1), (460, 1)]
本事|[(456, 1)]
回合|[(97, 1), (134, 1), (177, 1), (178, 2), (297, 2), (315, 1), (333, 1), (385, 1), (389, 1), (421, 2), (509, 1), (521, 1), (613, 1)]
伯特兰|[(42, 1), (51, 1), (146, 2), (220, 1), (324, 3), (338, 1), (351, 2), (359, 2), (390, 1), (465, 3), (560, 6)]
否认|[(30, 1), (78, 2), (82, 1), (238, 1), (330, 1), (379, 2), (416, 1), (533, 1), (543, 1), (553, 1), (617, 1), (633, 3)]
裁定|[(348, 1)]
愿望|[(5, 1), (58, 1), (94, 1), (196, 1), (239, 1), (265, 1), (280, 1), (535, 1), (571, 1), (663, 1)]
是从|[(175, 1), (263, 1), (338, 1), (527, 1), (660, 1)]
智利|[(174, 1), (467, 1), (573, 1)]
回顾过去|[(562, 1)]
海报|[]
打电话|[(183, 1), (197, 1), (364, 1)]
乐队|[(0, 1), (40, 1)]
此举|[(313, 2)]
断|[(358, 1)]
扳回|[(188, 1), (508, 1), (601, 1), (648, 1)]
记不得|[(121, 1)]
博卡|[(473, 1)]
跻身|[(100, 1), (383, 1)]
凯尔|[(211, 2), (260, 1), (535, 1), (553, 1), (634, 1), (639, 1)]
平平|[(398, 1)]
听见|[(602, 1)]
抱歉|[(267, 1), (384, 1), (446, 1)]
轨道|[(156, 1)]
般的|[(172, 1), (273, 1), (338, 1), (602, 2), (639, 1), (663, 1)]
疑惑|[(207, 1)]
笨拙|[(30, 1)]
极快|[(308, 1)]
晚餐|[(82, 1), (231, 1)]
岁月|[(663, 1)]
萨格勒布|[(78, 4), (117, 1), (582, 1)]
道尔|[(295, 1)]
数名|[(442, 1), (515, 1)]
妨碍|[(272, 1)]
直接参与|[(188, 1)]
发到|[(311, 1)]
就够|[(415, 1), (450, 1)]
战胜|[(16, 1), (75, 1), (94, 1), (146, 1), (163, 1), (167, 3), (172, 1), (174, 1), (177, 1), (178, 1), (195, 1), (210, 1), (218, 1), (225, 1), (251, 1), (257, 2), (269, 1), (275, 1), (280, 1), (281, 2), (288, 2), (290, 1), (297, 2), (337, 9), (345, 1), (353, 1), (358, 1), (359, 1), (368, 3), (370, 2), (376, 1), (398, 2), (402, 1), (404, 1), (405, 1), (410, 1), (415, 2), (450, 2), (461, 1), (601, 1), (613, 2), (631, 2), (639, 1)]
独占|[(486, 2)]
毫无疑问|[(121, 1), (157, 2), (171, 1), (184, 1), (268, 1), (328, 1), (417, 1), (419, 1), (423, 1), (471, 1), (649, 2)]
布兰特|[(240, 1), (412, 1), (427, 3), (549, 1), (573, 1)]
佩拉|[(10, 2)]
相互竞争|[]
为萨科|[(541, 1), (565, 1)]
下降|[(378, 1), (382, 1), (663, 1)]
可怕|[(307, 1)]
永嗣|[(508, 1)]
例外情况|[(37, 1)]
塞斯|[(592, 1)]
抨击|[(614, 1)]
球门柱|[(171, 1)]
思维|[(207, 1), (482, 2)]
拉姆|[(6, 1), (22, 3), (202, 1), (244, 2), (289, 1), (338, 2), (411, 2), (456, 2), (504, 1), (580, 2), (602, 4), (660, 1)]
找回|[(90, 1), (273, 1), (366, 1), (368, 1), (405, 1)]
更新|[(16, 1), (218, 1), (319, 2), (357, 1)]
沙尔克|[(89, 1), (318, 1), (371, 1), (382, 2), (396, 1), (403, 2), (429, 8), (456, 2), (483, 2), (495, 1), (514, 5), (522, 1), (553, 2), (573, 1), (580, 3), (609, 1)]
打篮球|[]
想出|[(314, 1)]
出发|[(92, 1), (175, 1)]
四四二|[(456, 1)]
盼迎|[]
积蓄|[(359, 1)]
新篇章|[(337, 1)]
应有|[(248, 1)]
签字|[(90, 1)]
一名|[(5, 2), (15, 1), (19, 1), (28, 1), (54, 1), (57, 1), (68, 1), (74, 1), (83, 1), (94, 1), (96, 1), (98, 1), (100, 3), (102, 1), (105, 1), (129, 1), (145, 1), (152, 1), (162, 1), (169, 2), (171, 4), (172, 2), (176, 2), (183, 1), (189, 2), (191, 1), (193, 1), (206, 3), (207, 6), (209, 2), (237, 1), (238, 2), (240, 2), (243, 3), (248, 2), (259, 1), (266, 1), (268, 1), (270, 1), (272, 6), (273, 1), (280, 1), (281, 2), (290, 1), (297, 1), (318, 2), (346, 1), (360, 3), (371, 4), (383, 3), (384, 1), (386, 1), (387, 1), (401, 1), (403, 1), (414, 1), (415, 1), (417, 1), (421, 1), (423, 3), (432, 1), (460, 2), (465, 1), (473, 1), (481, 1), (482, 1), (488, 1), (492, 1), (497, 1), (522, 2), (536, 1), (538, 1), (558, 1), (560, 2), (564, 1), (567, 1), (570, 1), (576, 1), (581, 1), (583, 1), (590, 2), (603, 1), (607, 2), (608, 1), (621, 2), (626, 1), (630, 1), (642, 2), (660, 1), (667, 2), (669, 1)]
共患难|[(105, 1)]
国内|[(98, 1), (100, 1), (145, 1), (153, 1), (170, 1), (191, 1), (194, 1), (311, 1), (421, 1), (424, 1), (439, 1), (459, 1), (466, 1), (477, 1), (481, 1), (612, 2)]
卸下|[(308, 2), (455, 1)]
球队|[(0, 2), (1, 1), (6, 2), (8, 1), (11, 1), (13, 1), (17, 2), (20, 3), (21, 1), (22, 2), (23, 1), (24, 2), (25, 2), (28, 1), (29, 1), (30, 3), (32, 1), (36, 1), (37, 1), (38, 1), (39, 1), (45, 1), (49, 1), (50, 1), (51, 3), (52, 1), (53, 1), (57, 1), (58, 1), (63, 2), (65, 1), (67, 2), (68, 6), (70, 2), (72, 1), (75, 3), (76, 1), (79, 1), (82, 5), (83, 3), (92, 6), (94, 6), (97, 2), (98, 3), (100, 10), (101, 2), (102, 2), (104, 1), (107, 2), (108, 2), (110, 1), (111, 1), (113, 1), (116, 1), (117, 1), (118, 3), (121, 1), (124, 2), (125, 2), (127, 1), (128, 1), (129, 3), (132, 2), (133, 1), (136, 1), (138, 2), (140, 1), (143, 1), (144, 1), (149, 4), (150, 1), (151, 7), (152, 1), (153, 2), (154, 1), (156, 4), (157, 1), (163, 3), (164, 2), (165, 3), (166, 1), (167, 2), (168, 1), (171, 6), (173, 4), (174, 7), (176, 2), (178, 3), (179, 3), (180, 1), (182, 4), (183, 1), (184, 1), (185, 1), (186, 1), (187, 5), (189, 2), (190, 4), (191, 3), (192, 9), (193, 2), (194, 2), (197, 1), (198, 3), (200, 2), (203, 2), (205, 1), (207, 4), (208, 2), (211, 3), (212, 1), (214, 5), (215, 3), (217, 1), (219, 3), (221, 2), (222, 2), (225, 5), (226, 1), (230, 1), (233, 1), (238, 1), (239, 5), (241, 1), (242, 1), (243, 1), (245, 3), (247, 3), (248, 2), (249, 1), (251, 2), (252, 1), (253, 2), (256, 1), (261, 3), (263, 1), (267, 2), (268, 7), (269, 4), (270, 7), (271, 2), (272, 4), (273, 6), (274, 3), (275, 1), (276, 2), (277, 3), (278, 3), (279, 1), (280, 4), (281, 3), (282, 2), (283, 1), (285, 5), (287, 3), (288, 1), (290, 2), (292, 3), (294, 1), (295, 1), (296, 1), (297, 2), (298, 5), (299, 3), (301, 1), (303, 2), (304, 1), (306, 2), (307, 1), (310, 1), (311, 4), (313, 2), (317, 2), (318, 1), (320, 1), (321, 1), (325, 2), (329, 1), (331, 1), (334, 1), (335, 1), (337, 9), (338, 1), (340, 1), (342, 7), (343, 5), (346, 3), (347, 1), (349, 4), (350, 1), (354, 2), (355, 1), (360, 1), (361, 1), (362, 3), (364, 2), (366, 2), (367, 2), (371, 4), (374, 3), (375, 1), (376, 1), (377, 1), (379, 1), (380, 11), (383, 7), (384, 4), (385, 4), (386, 1), (389, 1), (395, 1), (399, 1), (400, 2), (401, 1), (402, 3), (403, 2), (404, 1), (405, 1), (407, 6), (408, 1), (410, 1), (411, 4), (412, 2), (413, 1), (414, 1), (416, 3), (418, 3), (419, 4), (420, 4), (421, 1), (423, 3), (427, 1), (428, 3), (430, 3), (431, 2), (432, 3), (433, 1), (434, 1), (435, 2), (436, 1), (438, 1), (439, 2), (440, 1), (441, 1), (442, 1), (445, 1), (446, 6), (447, 1), (448, 1), (449, 1), (450, 5), (451, 1), (452, 2), (453, 1), (456, 2), (457, 2), (458, 2), (459, 1), (460, 2), (462, 2), (463, 1), (465, 2), (466, 1), (469, 2), (471, 2), (472, 2), (474, 2), (477, 3), (480, 4), (482, 2), (483, 4), (484, 1), (487, 1), (488, 2), (489, 1), (491, 1), (492, 2), (495, 2), (498, 1), (500, 2), (505, 1), (506, 3), (509, 1), (513, 3), (514, 3), (515, 1), (518, 7), (520, 1), (521, 1), (522, 1), (523, 1), (527, 1), (529, 1), (533, 1), (534, 4), (535, 1), (536, 1), (537, 1), (538, 3), (540, 1), (543, 3), (544, 1), (548, 1), (549, 2), (550, 1), (553, 5), (554, 1), (556, 1), (557, 1), (558, 1), (562, 4), (563, 1), (564, 1), (568, 3), (570, 2), (572, 1), (575, 1), (576, 1), (577, 4), (580, 4), (581, 2), (582, 2), (583, 2), (586, 1), (587, 1), (588, 2), (589, 2), (590, 1), (592, 5), (593, 2), (595, 2), (596, 1), (597, 2), (599, 4), (600, 1), (603, 4), (604, 1), (605, 1), (606, 3), (607, 6), (608, 1), (610, 1), (611, 3), (613, 3), (614, 8), (615, 2), (616, 1), (617, 3), (618, 1), (619, 1), (620, 3), (622, 1), (624, 2), (625, 1), (626, 5), (627, 1), (629, 3), (631, 1), (632, 1), (633, 2), (634, 1), (635, 1), (636, 1), (639, 7), (640, 2), (641, 5), (642, 4), (643, 1), (644, 2), (646, 2), (647, 4), (648, 1), (651, 3), (653, 1), (655, 1), (659, 5), (660, 2), (661, 8), (663, 1), (667, 1), (668, 3)]
梅尔伍|[(309, 1), (437, 1), (448, 1)]
那首|[(288, 1)]
镜报|[(6, 6), (15, 1), (17, 3), (23, 1), (25, 1), (28, 1), (33, 1), (45, 1), (64, 1), (75, 6), (82, 1), (89, 1), (98, 2), (104, 1), (116, 1), (118, 2), (120, 1), (131, 1), (180, 1), (189, 1), (193, 1), (204, 1), (205, 1), (212, 2), (236, 1), (239, 1), (259, 1), (263, 1), (264, 1), (277, 1), (305, 1), (320, 1), (322, 1), (363, 2), (367, 1), (373, 1), (375, 1), (412, 3), (465, 1), (467, 2), (472, 2), (483, 1), (498, 1), (505, 1), (517, 1), (518, 2), (519, 1), (523, 4), (525, 1), (527, 1), (529, 1), (531, 1), (534, 2), (543, 1), (545, 1), (552, 1), (553, 1), (554, 1), (560, 1), (588, 1), (605, 1), (608, 2), (610, 1), (617, 1), (632, 1), (637, 1), (638, 1), (666, 1)]
一再|[(228, 1)]
穆克|[(35, 1)]
头顶|[(343, 1), (378, 1), (381, 1), (602, 1)]
竖|[]
头条|[(207, 1), (268, 1), (303, 1), (631, 1)]
一较高下|[(219, 1), (596, 1)]
票选|[(242, 1)]
进行谈判|[(6, 1), (56, 1), (75, 1), (92, 1), (128, 1), (132, 1), (356, 2), (412, 1), (433, 1), (445, 1), (563, 1), (581, 1)]
文|[(412, 1)]
放在|[(78, 1), (121, 1), (415, 1), (562, 1), (617, 1)]
现象|[(217, 1)]
袭击|[(149, 2), (195, 2), (218, 1), (311, 1)]
遇袭|[(149, 2)]
拒绝接受|[(514, 1)]
索普|[(387, 1)]
预定|[(103, 1), (447, 1)]
聚勒蒂|[]
我见|[(50, 1)]
以往|[(321, 1), (407, 1), (453, 1)]
做客|[(94, 1), (250, 1), (420, 1), (497, 1)]
两百|[(456, 2)]
突破|[(20, 2), (99, 1), (137, 1), (244, 1), (278, 1), (338, 2), (351, 1), (358, 1), (359, 1), (368, 1), (370, 2), (468, 1), (469, 1), (477, 1), (486, 2), (530, 1), (601, 2), (632, 2), (648, 2)]
板凳|[(6, 1), (58, 1), (171, 1), (175, 1), (432, 1), (452, 1), (538, 1), (663, 1)]
卡卡|[(231, 1), (663, 1)]
造成|[(157, 1), (158, 1), (187, 1), (195, 1), (218, 1), (303, 1), (307, 1), (308, 1), (348, 1), (383, 1), (415, 1), (416, 1), (455, 1), (547, 1), (602, 1), (639, 1), (649, 1), (651, 1)]
书写|[(279, 1), (447, 1)]
波黑|[(483, 1), (618, 1)]
坚决|[(277, 1)]
肮脏|[(30, 1), (322, 1)]
生日礼物|[(319, 1), (341, 1)]
放行|[(142, 1)]
博尼则|[(668, 1)]
已出|[(372, 1)]
前两天|[(195, 1), (218, 1)]
城买门迪|[(273, 1)]
水平|[(5, 1), (24, 2), (127, 1), (193, 1), (207, 1), (231, 1), (255, 1), (312, 1), (342, 1), (407, 1), (583, 1)]
拒放|[]
拉希姆|[(520, 1)]
塔什|[(35, 1)]
维萨|[(17, 1), (82, 1)]
平时|[(265, 1), (590, 1)]
一红|[(368, 1)]
一线|[(46, 1), (51, 1), (79, 1), (83, 1), (91, 1), (121, 1), (138, 1), (159, 2), (171, 1), (185, 1), (207, 1), (236, 1), (245, 2), (253, 1), (273, 1), (309, 2), (328, 1), (394, 1), (435, 1), (437, 1), (617, 1), (620, 1)]
先拔头筹|[(146, 1), (280, 1), (359, 1), (418, 1), (559, 1), (648, 1)]
马克|[(148, 1), (203, 1), (246, 4), (250, 2), (257, 1), (369, 1), (508, 2), (645, 1), (668, 1)]
特拉奥雷|[(51, 1), (75, 1), (257, 1), (504, 1)]
任何人|[(92, 1), (100, 2), (206, 1), (243, 1), (277, 1), (432, 1), (593, 4), (626, 1)]
天花板|[(16, 1)]
才行|[(182, 1), (581, 1), (639, 1)]
两排|[(171, 1)]
桌面|[(571, 1)]
弧线|[(244, 1), (338, 2)]
应该|[(0, 1), (16, 1), (42, 1), (82, 1), (84, 1), (94, 1), (121, 1), (127, 1), (148, 1), (155, 1), (179, 1), (198, 1), (206, 2), (207, 1), (210, 1), (241, 1), (243, 1), (248, 1), (253, 1), (269, 2), (272, 5), (278, 2), (280, 1), (281, 3), (293, 1), (294, 1), (295, 1), (311, 1), (314, 3), (316, 1), (326, 1), (342, 1), (346, 1), (383, 1), (384, 1), (404, 1), (407, 1), (415, 6), (418, 1), (423, 1), (425, 1), (426, 1), (432, 1), (434, 1), (464, 1), (505, 1), (534, 1), (555, 1), (580, 2), (585, 1), (590, 1), (624, 1), (639, 4), (647, 2), (650, 1)]
胜利|[(37, 1), (94, 1), (156, 2), (174, 2), (191, 1), (197, 1), (201, 2), (214, 3), (221, 1), (225, 1), (246, 1), (249, 1), (252, 1), (268, 1), (279, 4), (290, 1), (315, 1), (335, 1), (338, 1), (344, 1), (351, 1), (359, 1), (368, 1), (384, 2), (385, 1), (402, 1), (404, 1), (406, 1), (410, 1), (411, 1), (415, 1), (418, 4), (432, 3), (436, 1), (443, 1), (463, 2), (480, 1), (504, 2), (562, 1), (592, 1), (595, 1), (619, 2), (631, 6), (639, 1), (641, 1), (648, 3), (649, 1), (650, 1), (652, 1), (659, 1), (661, 1), (664, 1)]
总监|[(9, 1), (17, 1), (30, 1), (31, 1), (42, 1), (51, 1), (53, 1), (67, 1), (82, 1), (92, 2), (118, 1), (127, 1), (157, 1), (169, 1), (175, 1), (177, 1), (196, 1), (233, 1), (239, 1), (258, 2), (269, 1), (403, 1), (467, 1), (489, 1), (524, 1), (577, 1), (611, 1), (624, 2), (660, 1), (663, 1)]
队报|[(17, 1), (70, 1), (75, 3), (89, 1), (98, 1), (118, 1), (141, 1), (239, 1), (343, 1), (379, 2), (395, 2), (399, 2), (412, 1), (467, 1), (469, 1), (483, 2), (523, 1), (588, 4)]
鸣哨|[(146, 1), (602, 1)]
韦德|[(95, 1), (106, 1), (483, 1), (550, 1), (617, 1)]
科在|[(118, 1)]
哈萨克斯坦|[(49, 1)]
进攻|[(94, 2), (156, 2), (171, 2), (188, 1), (191, 1), (215, 1), (249, 1), (273, 2), (291, 1), (311, 2), (338, 3), (358, 1), (359, 1), (368, 1), (370, 2), (384, 1), (401, 3), (405, 1), (406, 1), (445, 1), (482, 1), (492, 1), (573, 1), (602, 2), (639, 2), (648, 3), (656, 1), (667, 1)]
贝格|[(24, 3), (448, 1)]
奥堡|[(522, 1)]
深刻|[(94, 1), (116, 1), (197, 1), (237, 1), (273, 1), (298, 1), (432, 1), (475, 1), (639, 1)]
天文数字|[(268, 1)]
进一步|[(17, 1), (64, 1), (100, 1), (268, 1), (273, 1), (351, 1), (359, 1), (437, 1), (452, 1), (481, 1), (499, 1), (634, 1)]
在世|[(202, 1)]
视频|[(201, 2), (305, 1), (311, 2), (319, 2), (357, 1), (432, 1), (472, 1)]
拉伤|[(644, 1)]
利巴利|[(2, 4), (238, 1), (541, 1)]
惊喜|[(92, 1), (420, 1), (456, 1)]
总能|[(42, 1), (84, 1), (174, 1), (432, 1), (649, 1), (661, 1)]
葡萄牙队|[(58, 1)]
从未有过|[(206, 1), (441, 1), (445, 1), (497, 1)]
打造|[(82, 1), (157, 2), (253, 1), (269, 1), (272, 1), (279, 2), (349, 2)]
拉伊|[(17, 4), (30, 1), (82, 1), (483, 1), (577, 1)]
红色|[(203, 1), (587, 1)]
对方|[(6, 1), (23, 1), (51, 1), (139, 1), (157, 1), (216, 1), (239, 1), (305, 2), (308, 1), (337, 1), (358, 1), (369, 1), (383, 1), (417, 1), (432, 1), (470, 1), (479, 2), (482, 2), (493, 1), (519, 1), (523, 1), (547, 1), (585, 1), (642, 1), (650, 1)]
放人|[(7, 1), (82, 1), (114, 1), (136, 1), (367, 1), (542, 1), (551, 1), (654, 1)]
重提|[(91, 1)]
停下|[(316, 1), (323, 1), (346, 1)]
留给|[(315, 1)]
马拉多纳|[(337, 3)]
关键时刻|[(338, 2), (407, 1)]
边翼卫|[(69, 1), (273, 1), (423, 1), (639, 2)]
